[1580,WrappedArray([640,5.7868204], [1341,5.7727046], [5072,5.496954], [2441,5.4852257], [3254,5.360487], [5379,5.3576975], [1751,5.2752166], [283,5.260925], [2867,5.2539496], [41,5.2097774])]
[472,WrappedArray([21,7.41611], [5243,7.0874825], [5320,6.7619467], [947,6.5095563], [4191,6.446489], [1394,6.3471127], [4997,6.329122], [2713,6.035768], [46,6.002581], [3273,5.9737453])]
[2542,WrappedArray([3856,5.671131], [5515,5.4035926], [2467,5.36393], [1456,5.3438907], [906,5.258416], [640,5.257622], [4074,5.246118], [5814,5.194706], [1840,5.161494], [356,5.157404])]
[3062,WrappedArray([3165,6.3342967], [4850,6.21058], [3870,6.1572795], [5560,5.9605017], [3204,5.9299774], [4209,5.842443], [158,5.800938], [2697,5.7936907], [89,5.784964], [2442,5.7256255])]
[3242,WrappedArray([2441,5.4243507], [3144,5.0104227], [283,4.916959], [2640,4.8937407], [5221,4.8171067], [257,4.803873], [1277,4.7931705], [527,4.7809634], [356,4.747594], [4315,4.7174993])]
[133,WrappedArray([3723,3.4650087], [1416,3.4611197], [2441,3.4059873], [4703,3.2768283], [2252,3.258427], [1557,3.2542906], [5152,3.235906], [5145,3.2272522], [5525,3.2020345], [3322,3.1955445])]
[853,WrappedArray([3870,5.9605875], [2269,5.769184], [2930,5.673234], [5133,5.649178], [675,5.3403873], [1428,5.2790813], [3122,5.1387253], [135,5.0001454], [4970,4.9730277], [3179,4.9348392])]
[2874,WrappedArray([2640,10.418183], [4751,8.885], [2252,8.687119], [4419,8.632359], [4565,8.429512], [2204,8.422714], [653,8.272506], [3144,8.117389], [826,8.082193], [5051,8.079646])]
[2035,WrappedArray([5328,8.632216], [3723,7.8429837], [3480,7.78288], [4264,7.235148], [527,7.0655823], [1416,7.0516853], [5258,7.0203624], [4398,6.8654594], [1076,6.6275353], [1111,6.565695])]
[296,WrappedArray([947,7.1126313], [1327,6.776277], [3463,6.726721], [4358,6.610247], [2920,6.4986753], [2134,6.488692], [5407,6.4289026], [4317,6.2718306], [3926,6.26983], [1384,6.2208242])]
[1466,WrappedArray([283,5.5061283], [4424,5.381627], [4158,5.3442373], [5328,5.243176], [2339,5.2429233], [2920,5.2292566], [3723,5.2276998], [1307,5.2132735], [4135,5.2074733], [356,5.1930127])]
[3306,WrappedArray([2930,10.759789], [4202,9.797479], [1341,9.293321], [5202,8.942233], [41,8.776342], [4427,8.428052], [4920,8.3708315], [5721,8.337086], [1662,8.324524], [2979,8.294113])]
[1787,WrappedArray([2930,4.7369943], [2441,4.3039527], [2269,3.95094], [2721,3.912792], [5125,3.6853793], [1493,3.6631014], [3179,3.5995784], [3870,3.5600908], [4307,3.5568748], [4,3.5535262])]
[1718,WrappedArray([4056,6.404374], [353,6.3882294], [745,6.241887], [5147,5.9013], [4996,5.805891], [540,5.714937], [491,5.714218], [5725,5.6067114], [589,5.5100985], [5274,5.4826775])]
[1888,WrappedArray([2560,6.3232174], [2358,5.773383], [5525,5.722026], [1416,5.5866613], [2252,5.54513], [2432,5.52079], [3322,5.4933786], [2392,5.4853854], [668,5.4094152], [2441,5.4004803])]
[2238,WrappedArray([5919,8.461785], [3144,7.9178243], [5152,7.63716], [4383,7.6112337], [2007,7.609587], [3122,7.5805836], [2441,7.4512506], [3870,7.440502], [5743,7.428255], [5125,7.424221])]
[322,WrappedArray([589,7.611091], [4974,7.555182], [2549,7.488665], [5642,7.4071236], [4069,7.2285295], [4996,7.032967], [2977,6.729718], [2813,6.6385922], [1341,6.5729947], [5756,6.5689783])]
[513,WrappedArray([3222,7.2933097], [5328,7.1731997], [5756,6.559574], [1596,6.480918], [540,6.231621], [5052,6.1439495], [4191,6.0023217], [283,5.977673], [606,5.900531], [653,5.8317103])]
[1133,WrappedArray([3870,1.0689085], [3122,1.0664861], [2269,1.0610466], [1417,1.0587445], [126,1.046029], [3723,1.0416799], [1428,1.0396206], [4,1.0346277], [535,1.0219862], [128,1.0088686])]
[3703,WrappedArray([3165,5.9233284], [5867,5.697967], [2434,5.5286098], [1428,5.4817348], [2869,5.4619994], [3870,5.3612895], [1414,5.359054], [121,5.3527317], [3181,5.330581], [559,5.3179226])]
[1005,WrappedArray([3222,6.7954636], [1460,6.0697145], [2364,5.7050242], [421,5.527406], [2502,5.4040985], [5328,5.379924], [653,5.378509], [4633,5.3552275], [1145,5.3528433], [5052,5.3299713])]
[1016,WrappedArray([2697,6.0180593], [6031,5.478489], [101,5.456799], [642,5.40797], [2364,5.4018755], [4264,5.376975], [5258,5.3743997], [1111,5.249156], [4143,5.220763], [283,5.2115636])]
[2396,WrappedArray([2441,7.0226007], [41,5.8170433], [1341,5.755344], [3870,5.728535], [2640,5.612036], [1929,5.517717], [668,5.4901767], [2930,5.488781], [1520,5.406027], [4307,5.4040747])]
[3577,WrappedArray([4703,11.373372], [745,9.982498], [1102,9.637065], [3723,9.559418], [4392,9.326176], [5214,8.860398], [1416,8.635208], [4844,8.553803], [89,8.551798], [158,8.303931])]
[3657,WrappedArray([2549,12.74057], [2813,10.83004], [4974,10.592568], [5202,10.573249], [4996,10.32008], [5901,10.123916], [653,9.965385], [5756,9.528201], [2821,9.473147], [665,9.469966])]
[78,WrappedArray([1864,9.648957], [2697,9.213027], [3870,8.921637], [1918,8.887843], [108,8.830432], [4264,8.594225], [3165,8.437428], [3627,8.273116], [5119,8.172036], [3805,8.131563])]
[918,WrappedArray([2640,8.681573], [4751,7.79801], [4565,7.4128933], [4672,7.2700806], [3144,6.8341885], [799,6.731548], [527,6.659797], [2713,6.4307914], [1213,6.4086213], [296,6.2136464])]
[2848,WrappedArray([2930,6.7077637], [3144,6.3234544], [5133,6.1632543], [1662,6.101137], [2920,6.0865417], [4641,6.037845], [972,6.0364976], [1515,5.9822993], [345,5.97648], [5407,5.7990026])]
[1160,WrappedArray([3165,6.1586742], [3723,5.782394], [3870,5.717104], [3373,5.666852], [5358,5.631465], [3405,5.593821], [5758,5.5479136], [2549,5.4588394], [3204,5.413836], [1416,5.3817983])]
[321,WrappedArray([4383,10.068498], [2037,8.871838], [2640,8.682096], [4751,8.525439], [5145,8.366819], [1416,8.196292], [4419,7.7924995], [5328,7.6874533], [4441,7.6295056], [5290,7.57048])]
[961,WrappedArray([5919,9.919407], [89,9.402691], [4936,9.123056], [2007,8.90157], [206,8.869449], [4703,8.1694145], [3149,8.157738], [3122,8.14661], [1414,8.077806], [845,7.9784613])]
[2971,WrappedArray([2697,7.0038652], [3144,6.9500523], [2640,6.604292], [4565,6.586994], [606,6.406784], [642,6.2834454], [2295,6.2627687], [5052,6.1393256], [5051,6.05775], [2502,6.0170064])]
[362,WrappedArray([2441,5.8475013], [527,5.799785], [5849,5.611398], [5258,5.3423047], [642,5.2990847], [41,5.2872634], [89,5.2807865], [799,5.2602487], [5072,5.146009], [6031,5.117149])]
[613,WrappedArray([3480,8.68429], [5258,7.778818], [3723,7.7701263], [1416,7.634777], [5856,7.487829], [527,7.399915], [535,7.175394], [4844,6.991864], [5199,6.8523703], [4938,6.822695])]
[633,WrappedArray([1596,10.999659], [2549,10.81622], [1416,10.498654], [5901,10.103634], [5756,10.060119], [3222,9.743638], [128,9.4624605], [5868,9.214598], [5863,9.094647], [5635,9.068789])]
[673,WrappedArray([2364,5.3121004], [606,4.981036], [3222,4.9757376], [3141,4.865461], [5297,4.788004], [2160,4.6554704], [2697,4.6197076], [4264,4.611081], [101,4.546099], [1145,4.5247087])]
[1533,WrappedArray([4358,10.0961485], [1445,9.763967], [870,9.234481], [407,8.548106], [3076,8.533436], [614,8.420095], [540,7.957681], [2813,7.776266], [3856,7.675906], [5328,7.5893908])]
[974,WrappedArray([1445,9.847088], [269,9.601386], [3856,8.86055], [68,8.791726], [2813,8.668918], [5635,8.542593], [589,8.538536], [4996,8.489193], [112,8.473961], [407,8.441991])]
[2625,WrappedArray([3222,10.184532], [3480,9.031537], [5258,8.810161], [4191,8.599717], [4583,8.5515995], [5328,8.364495], [4392,8.3619585], [4244,8.3501215], [1332,8.251362], [5052,8.203233])]
[3087,WrappedArray([2151,6.6643724], [1394,6.4421673], [5642,5.9502206], [2432,5.8562164], [4997,5.8446255], [3034,5.754833], [3256,5.754426], [1384,5.7134223], [1341,5.672234], [5670,5.6611233])]
[2479,WrappedArray([642,8.181084], [606,7.948257], [4441,7.943637], [41,7.8722844], [4880,7.83981], [1808,7.6313505], [2311,7.5764475], [1596,7.5304646], [1098,7.373728], [785,7.361947])]
[3149,WrappedArray([1309,6.7459183], [1198,6.431725], [2151,6.332724], [2534,6.268407], [2432,6.248543], [686,5.850962], [144,5.7624087], [2449,5.7169514], [4597,5.6562433], [3176,5.5528255])]
[3441,WrappedArray([1309,5.9948473], [2925,5.886404], [3222,5.8572383], [4997,5.7987194], [708,5.732371], [3149,5.7139287], [5030,5.6995296], [5670,5.630167], [2977,5.6163597], [488,5.60182])]
[3601,WrappedArray([2467,4.7421536], [3856,4.6279063], [640,4.624384], [283,4.618448], [1277,4.5720415], [4912,4.5714855], [784,4.532116], [4166,4.5171437], [4191,4.5098534], [3772,4.4897184])]
[1212,WrappedArray([2640,7.5919466], [3144,6.8347006], [4,6.40654], [1341,6.3611913], [2269,6.339369], [3714,6.263366], [1515,6.244944], [4751,6.2429585], [1414,5.9812517], [3188,5.973088])]
[593,WrappedArray([2441,6.1863775], [1327,5.874383], [3870,5.8433666], [3149,5.8180003], [3723,5.695734], [1557,5.6815877], [5204,5.655092], [986,5.6452823], [2252,5.595852], [3322,5.573303])]
[1653,WrappedArray([5642,6.015125], [1596,5.7976046], [3856,5.5089335], [3480,5.492223], [2339,5.484094], [878,5.4373703], [3298,5.410144], [4398,5.37752], [1341,5.3317947], [5328,5.3182945])]
[1743,WrappedArray([112,12.010226], [1083,11.376893], [947,10.187808], [1927,10.001668], [5721,9.8837385], [1859,9.8092375], [4974,9.635689], [407,9.622289], [2269,9.513456], [913,9.451337])]
[2173,WrappedArray([2549,8.542947], [4974,8.426976], [3897,8.142252], [5202,7.7128043], [3222,7.6111465], [341,7.5527935], [1341,7.491873], [653,7.430419], [5756,7.379152], [5810,7.374837])]
[2513,WrappedArray([5328,7.7645817], [745,7.103038], [5141,6.250961], [4392,6.2324886], [3722,6.216863], [775,6.2027445], [1307,5.952633], [3222,5.91804], [1754,5.914618], [5052,5.9039984])]
[375,WrappedArray([540,8.728703], [4441,8.5861], [2040,8.44271], [491,8.213777], [3548,8.153614], [2037,8.0436125], [5274,8.029226], [3076,8.025534], [4358,7.8924484], [2920,7.879904])]
[2835,WrappedArray([144,8.70095], [1460,8.045732], [2821,7.976483], [5320,7.9220214], [653,7.5609083], [4850,7.350182], [1907,7.0283804], [3222,6.8526173], [4341,6.811983], [805,6.8030205])]
[876,WrappedArray([5328,11.239325], [947,10.970141], [1394,10.473442], [527,9.52826], [430,9.484494], [4191,9.378618], [3009,9.329061], [1226,9.3242445], [1083,9.32164], [1919,9.278335])]
[976,WrappedArray([2640,6.523111], [144,6.408712], [3144,6.3509083], [1808,5.871148], [602,5.683205], [2697,5.646669], [4565,5.5886383], [5051,5.5827904], [4672,5.55009], [3870,5.499741])]
[597,WrappedArray([2441,7.077411], [2252,6.230427], [5525,6.1991186], [2432,6.003008], [2358,5.8657246], [3322,5.8459387], [4383,5.7954645], [5606,5.631729], [1394,5.590955], [4660,5.5496416])]
[1417,WrappedArray([4383,9.024529], [4358,8.734596], [5214,7.5239863], [1459,7.3680344], [364,7.2813177], [1914,7.175867], [2252,7.034898], [1416,6.893747], [1847,6.817766], [3723,6.80709])]
[2797,WrappedArray([878,5.70342], [407,5.5487704], [3379,5.4932747], [3256,5.42874], [693,5.3545866], [1341,5.3414917], [1541,5.3276405], [5476,5.305419], [3222,5.2965455], [91,5.2937784])]
[1468,WrappedArray([4358,9.094619], [614,8.549083], [5597,8.252658], [4056,7.5588007], [1346,7.1702833], [1445,7.085829], [5328,7.0301337], [5258,6.925892], [1773,6.8716264], [3141,6.713176])]
[1199,WrappedArray([1341,6.437133], [5202,6.3605227], [665,6.1377606], [3703,6.1284885], [4996,6.078069], [1445,5.984466], [2467,5.880346], [3856,5.8784637], [2134,5.8327985], [870,5.7789063])]
[950,WrappedArray([2640,7.14934], [3144,6.8762956], [4565,6.728556], [4751,6.4322863], [1341,6.2908835], [2269,6.20245], [3870,6.193013], [399,6.147161], [1414,6.049862], [2697,6.0374684])]
[1331,WrappedArray([4158,8.574016], [3897,8.542831], [4850,8.387641], [6027,8.371489], [2252,8.236223], [775,8.018148], [2549,7.750825], [3915,7.712208], [3375,7.7062173], [5051,7.5168953])]
[1561,WrappedArray([1596,5.474941], [4996,5.407259], [1277,5.3828425], [2467,5.1425486], [4166,5.0556173], [4191,5.051117], [5243,5.0418077], [5933,4.9439077], [1341,4.920129], [5642,4.903121])]
[3431,WrappedArray([1754,7.0192366], [3375,6.9876328], [4703,6.7862997], [775,6.7191277], [4392,6.5333524], [708,6.4631724], [4997,6.4260664], [5328,6.406842], [2286,6.3336434], [3587,6.3122196])]
[3661,WrappedArray([4703,6.1671133], [4894,5.686743], [5141,5.6066475], [2735,5.5359926], [5525,5.448923], [986,5.438928], [5004,5.3621316], [46,5.1869745], [3508,5.1681795], [979,5.1165447])]
[1863,WrappedArray([653,6.4051633], [3222,6.178029], [4974,5.8380876], [4594,5.424047], [5642,5.412534], [5328,5.3920918], [2821,5.2132545], [421,5.2080464], [5160,5.173972], [2502,5.1598945])]
[3843,WrappedArray([4703,11.263222], [1102,9.90005], [745,9.621936], [3723,9.488781], [4392,9.001819], [89,8.559148], [5214,8.529633], [4549,8.260824], [5525,8.187193], [206,8.093777])]
[744,WrappedArray([1416,3.440864], [3723,3.3968048], [2441,3.347416], [4703,3.2746043], [2252,3.239469], [5145,3.2171624], [1557,3.1940038], [5152,3.18964], [5525,3.1834652], [3322,3.1510336])]
[2294,WrappedArray([3222,5.515399], [3480,5.4232817], [2977,5.371248], [1341,5.356218], [527,5.231777], [589,5.120619], [1596,5.090655], [5642,5.0593457], [128,5.0530753], [4974,5.0374475])]
[3124,WrappedArray([1596,8.041125], [2560,7.392644], [668,7.1992283], [4441,7.1375856], [1416,7.01328], [4707,6.638481], [1213,6.627739], [2441,6.6216745], [4923,6.5933], [1657,6.556097])]
[3844,WrappedArray([1416,7.264699], [3723,7.0231347], [4844,6.814267], [2560,6.7417564], [1485,6.496603], [3480,6.477145], [5328,6.38445], [4068,6.3269305], [2339,6.2632275], [3322,6.209546])]
[155,WrappedArray([2441,8.281895], [2560,7.975749], [1953,7.9335785], [4745,7.537574], [1596,7.52993], [1416,7.5073104], [5145,7.3908424], [1213,7.3615437], [5467,7.3143225], [5666,7.306134])]
[1525,WrappedArray([5642,7.5018153], [4974,7.070051], [5328,6.097543], [589,5.8154335], [3222,5.654339], [1754,5.5977817], [762,5.5758], [540,5.3982954], [5160,5.3540006], [1596,5.324999])]
[2606,WrappedArray([1394,9.219035], [21,7.8248596], [2713,7.246057], [947,7.0645194], [153,6.980375], [2151,6.897452], [1384,6.6525044], [5320,6.298265], [4997,6.282137], [2138,6.243477])]
[3436,WrappedArray([2560,6.06042], [1416,5.894473], [2358,5.742894], [4844,5.6182137], [1914,5.476], [2432,5.4165573], [3222,5.3668766], [2392,5.3497343], [5804,5.33324], [4068,5.324193])]
[108,WrappedArray([2920,9.349023], [3548,8.558347], [4017,8.511411], [3144,8.010693], [1098,7.957169], [5918,7.8349013], [1102,7.6351767], [1566,7.5482936], [5919,7.5307727], [5407,7.529716])]
[2739,WrappedArray([1914,6.573203], [4383,6.467829], [2432,6.3911753], [3723,6.375201], [3322,6.305297], [4941,6.262109], [1416,6.2566447], [364,6.2042484], [1394,6.1895804], [1557,6.1601524])]
[530,WrappedArray([353,3.3808963], [1416,3.1738534], [1596,3.1478784], [5152,3.1432004], [3723,3.073901], [745,2.98663], [4392,2.9186826], [128,2.9157553], [5147,2.9037511], [1971,2.8763857])]
[2200,WrappedArray([2713,8.588961], [4504,8.367292], [290,7.822357], [2138,7.801666], [6031,7.7528553], [470,7.077461], [3979,7.040774], [684,7.0293307], [2697,7.0257134], [800,6.9468746])]
[211,WrappedArray([2441,11.046307], [4383,9.964176], [1327,8.863981], [3870,8.488762], [2763,8.179451], [2930,8.12991], [66,8.007011], [1813,7.737376], [5125,7.7063317], [1664,7.55487])]
[3152,WrappedArray([2640,7.6493764], [3144,6.746438], [1416,6.6332545], [2549,6.5769396], [4676,6.5296445], [4751,6.311564], [4424,6.289586], [1270,6.252947], [870,6.2434053], [4158,6.227664])]
[193,WrappedArray([4056,7.4869347], [5052,6.719803], [5328,6.594017], [4583,6.1324434], [3222,6.008646], [775,5.911046], [860,5.63902], [1307,5.63156], [745,5.6186543], [3722,5.524322])]
[2663,WrappedArray([4383,10.709245], [1327,9.583588], [3870,7.5972843], [2138,7.459616], [2385,7.369681], [1394,7.2508802], [1148,7.1413326], [2658,7.0052714], [2558,6.9502306], [3805,6.9167085])]
[34,WrappedArray([535,6.1783347], [5258,6.0531144], [3870,5.98925], [527,5.8317013], [128,5.8173866], [1332,5.773798], [3480,5.7634945], [1412,5.741088], [4863,5.720543], [1081,5.6836433])]
[1344,WrappedArray([3144,6.6731114], [2640,6.5363383], [399,6.1216354], [1414,5.9599614], [2697,5.9331093], [4158,5.9098935], [4751,5.9003468], [2920,5.791469], [4424,5.709565], [3897,5.698001])]
[1404,WrappedArray([1596,6.642], [3222,6.0141106], [5756,5.827949], [4246,5.64059], [4519,5.567884], [540,5.5315633], [3856,5.5073185], [5863,5.4752555], [189,5.4372215], [1257,5.4199915])]
[1924,WrappedArray([3273,7.6934004], [5247,7.4266176], [112,7.4062796], [1907,7.328264], [3078,7.274679], [1445,7.2243066], [417,6.9301767], [21,6.824156], [5202,6.7962503], [5320,6.5897565])]
[1675,WrappedArray([2549,11.726425], [1914,11.387901], [364,11.33143], [5328,11.087115], [1416,11.048658], [2502,10.786795], [1083,10.409735], [653,9.970666], [589,9.949081], [2640,9.882201])]
[3235,WrappedArray([4392,8.1996], [745,8.137187], [4056,7.870005], [353,7.4487457], [5258,7.012166], [3480,6.97488], [3222,6.973535], [5328,6.6447425], [3723,6.61992], [1456,6.603249])]
[796,WrappedArray([283,5.106433], [3144,4.9929214], [3870,4.929024], [2640,4.910744], [527,4.896695], [2441,4.8819723], [399,4.8543544], [128,4.853566], [2697,4.8405566], [2694,4.8361335])]
[1537,WrappedArray([3144,6.6105337], [2640,6.2535477], [3221,6.052007], [144,5.969858], [5741,5.880987], [5560,5.8761525], [1277,5.855409], [3573,5.800912], [5075,5.79983], [4175,5.715232])]
[368,WrappedArray([3222,5.890291], [640,5.7527647], [1341,5.498643], [3254,5.4767456], [1460,5.32619], [3932,5.2870555], [1751,5.277478], [762,5.175456], [421,5.1751156], [1145,5.171578])]
[1068,WrappedArray([1014,7.6602907], [4069,7.565845], [700,7.5365095], [1341,7.3704925], [4427,7.3018556], [974,7.2869925], [4202,7.2801013], [2044,7.2661586], [1989,7.177223], [341,7.161978])]
[1198,WrappedArray([640,6.545235], [1341,6.2790737], [3870,6.267402], [2269,5.97518], [3254,5.9450836], [2441,5.8904104], [3932,5.886292], [3351,5.8504643], [3009,5.8311944], [2160,5.8148966])]
[2888,WrappedArray([1394,6.8592296], [5328,6.815571], [2502,6.7562523], [1282,6.611467], [1213,6.59688], [2364,6.574726], [2560,6.111479], [4778,6.0349593], [1881,6.0235558], [668,5.9659615])]
[1500,WrappedArray([1341,5.9833274], [3856,5.7815204], [640,5.609142], [5642,5.567603], [4069,5.259553], [3787,5.2470493], [2467,5.1805487], [1955,5.154312], [341,5.117518], [1596,5.102167])]
[101,WrappedArray([269,6.039407], [1445,6.0181837], [3856,5.9026504], [5202,5.749539], [1341,5.686549], [4996,5.6843505], [2134,5.652775], [665,5.6428967], [870,5.6041765], [4191,5.6029115])]
[2261,WrappedArray([1394,6.7447934], [5525,6.349827], [2138,6.141034], [4383,6.1145945], [4801,5.965171], [430,5.9518337], [153,5.761842], [2155,5.629656], [3915,5.576474], [2207,5.5229073])]
[2771,WrappedArray([89,7.857323], [2884,6.594954], [1416,6.5519686], [5560,6.2862225], [5863,6.012701], [527,6.007533], [4645,5.9684477], [1596,5.8475747], [3723,5.844448], [213,5.7437735])]
[2342,WrappedArray([3570,15.376008], [5849,15.126893], [1412,13.979279], [41,13.530809], [3573,13.414943], [3478,13.337341], [1277,13.102723], [4246,12.56161], [1456,11.879505], [6022,11.8633375])]
[1183,WrappedArray([1416,6.0980024], [5152,6.071672], [5467,6.0091], [2549,6.008376], [535,5.985789], [3059,5.940378], [3784,5.80577], [4,5.707394], [5577,5.668154], [1971,5.6657696])]
[2003,WrappedArray([3009,5.753068], [947,5.4770427], [4191,5.359805], [3911,5.2608895], [3857,5.1349745], [5670,5.02113], [2108,5.0209436], [389,4.9873195], [5030,4.976289], [4997,4.9082146])]
[3043,WrappedArray([947,7.154981], [4383,6.682559], [1394,6.5296173], [46,6.470454], [741,6.4021797], [2138,6.252289], [1327,6.0980015], [1148,5.8274126], [1346,5.7993855], [290,5.7940593])]
[1165,WrappedArray([2549,1.4034199], [2821,1.2158904], [1520,1.1509656], [2640,1.1392317], [440,1.1364982], [3969,1.1343482], [4,1.1243858], [4519,1.123083], [144,1.1143475], [128,1.1003282])]
[126,WrappedArray([5052,5.6284404], [4565,5.5703616], [423,5.4819913], [4672,5.2367344], [653,5.1090865], [4341,5.1072426], [5072,4.973746], [2640,4.868021], [5719,4.819846], [1808,4.7993])]
